PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
3275,7228,Jun 25 2014 12:00AM,3,460,43.32,129.97,3.00,0.00,3.00,Jun 18 2014 12:00AM
3276,7229,Jun 25 2014 12:00AM,60,356,3.38,202.86,51.00,0.00,51.00,Jun 18 2014 12:00AM
3276,7230,Jun 25 2014 12:00AM,60,357,4.32,258.93,60.00,0.00,60.00,Jun 18 2014 12:00AM
3277,7231,Jun 25 2014 12:00AM,3,375,43.27,129.81,3.00,0.00,3.00,Jun 18 2014 12:00AM
3277,7232,Jun 25 2014 12:00AM,3,376,41.17,123.51,3.00,0.00,3.00,Jun 18 2014 12:00AM
3277,7233,Jun 25 2014 12:00AM,3,377,45.44,136.33,3.00,0.00,3.00,Jun 18 2014 12:00AM
3277,7234,Jun 25 2014 12:00AM,3,378,41.17,123.51,3.00,0.00,3.00,Jun 18 2014 12:00AM
3277,7235,Jun 25 2014 12:00AM,3,379,39.07,117.21,3.00,0.00,3.00,Jun 18 2014 12:00AM
3277,7236,Jun 25 2014 12:00AM,3,380,43.34,130.03,3.00,0.00,3.00,Jun 18 2014 12:00AM
3278,7237,Jun 25 2014 12:00AM,3,490,12.36,37.08,3.00,0.00,3.00,Jun 18 2014 12:00AM
3279,7238,Jun 25 2014 12:00AM,550,513,39.20,21558.08,550.00,0.00,550.00,Jun 18 2014 12:00AM
3280,7239,Jun 25 2014 12:00AM,3,414,45.48,136.43,3.00,0.00,3.00,Jun 18 2014 12:00AM
3280,7240,Jun 25 2014 12:00AM,3,415,49.75,149.25,3.00,0.00,3.00,Jun 18 2014 12:00AM
3280,7241,Jun 25 2014 12:00AM,3,416,45.48,136.43,3.00,0.00,3.00,Jun 18 2014 12:00AM
3281,7242,Jun 26 2014 12:00AM,550,933,43.98,24191.48,550.00,0.00,550.00,Jun 19 2014 12:00AM
3281,7243,Jun 26 2014 12:00AM,550,934,38.15,20980.58,550.00,0.00,550.00,Jun 19 2014 12:00AM
3282,7244,Jun 26 2014 12:00AM,3,427,47.75,143.26,3.00,0.00,3.00,Jun 19 2014 12:00AM
3282,7245,Jun 26 2014 12:00AM,3,428,43.48,130.44,3.00,0.00,3.00,Jun 19 2014 12:00AM
3283,7246,Jun 26 2014 12:00AM,3,343,49.75,149.25,3.00,0.00,3.00,Jun 19 2014 12:00AM
3283,7247,Jun 26 2014 12:00AM,3,344,45.48,136.43,3.00,0.00,3.00,Jun 19 2014 12:00AM
3283,7248,Jun 26 2014 12:00AM,3,345,43.38,130.13,3.00,0.00,3.00,Jun 19 2014 12:00AM
3284,7249,Jun 26 2014 12:00AM,550,931,34.35,18890.03,550.00,0.00,550.00,Jun 19 2014 12:00AM
3284,7250,Jun 26 2014 12:00AM,550,932,39.24,21581.18,550.00,0.00,550.00,Jun 19 2014 12:00AM
3285,7251,Jun 26 2014 12:00AM,3,341,47.47,142.41,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7252,Jun 26 2014 12:00AM,3,342,45.37,136.11,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7253,Jun 26 2014 12:00AM,3,343,49.64,148.93,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7254,Jun 26 2014 12:00AM,3,344,45.37,136.11,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7255,Jun 26 2014 12:00AM,3,345,43.27,129.81,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7256,Jun 26 2014 12:00AM,3,346,47.54,142.63,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7257,Jun 26 2014 12:00AM,3,347,43.27,129.81,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7258,Jun 26 2014 12:00AM,3,348,41.17,123.51,3.00,0.00,3.00,Jun 19 2014 12:00AM
3285,7259,Jun 26 2014 12:00AM,3,349,45.44,136.33,3.00,0.00,3.00,Jun 19 2014 12:00AM
3286,7260,Jun 26 2014 12:00AM,550,928,32.77,18023.78,468.00,0.00,468.00,Jun 19 2014 12:00AM
3286,7261,Jun 26 2014 12:00AM,550,929,37.09,20397.30,550.00,0.00,550.00,Jun 19 2014 12:00AM
3286,7262,Jun 26 2014 12:00AM,550,930,43.04,23671.73,550.00,0.00,550.00,Jun 19 2014 12:00AM
3287,7263,Jun 26 2014 12:00AM,550,332,10.82,5948.25,550.00,0.00,550.00,Jun 19 2014 12:00AM
3288,7264,Jun 26 2014 12:00AM,550,948,82.83,45558.98,550.00,0.00,550.00,Jun 19 2014 12:00AM
3288,7265,Jun 26 2014 12:00AM,550,907,82.83,45558.98,550.00,0.00,550.00,Jun 19 2014 12:00AM
3289,7266,Jun 26 2014 12:00AM,1250,325,0.21,262.50,1250.00,0.00,1250.00,Jun 19 2014 12:00AM
3289,7267,Jun 26 2014 12:00AM,1250,326,0.21,262.50,1250.00,0.00,1250.00,Jun 19 2014 12:00AM
3290,7268,Jun 26 2014 12:00AM,3,320,49.64,148.93,3.00,0.00,3.00,Jun 19 2014 12:00AM
3290,7269,Jun 26 2014 12:00AM,3,321,44.32,132.96,3.00,0.00,3.00,Jun 19 2014 12:00AM
3290,7270,Jun 26 2014 12:00AM,60,322,28.70,1721.79,60.00,0.00,60.00,Jun 19 2014 12:00AM
3291,7271,Jun 26 2014 12:00AM,550,930,42.51,23382.98,550.00,0.00,550.00,Jun 19 2014 12:00AM
3291,7272,Jun 26 2014 12:00AM,550,921,5.59,3072.30,550.00,0.00,550.00,Jun 19 2014 12:00AM
3292,7273,Jun 26 2014 12:00AM,60,952,15.74,944.37,60.00,9.00,51.00,Jun 19 2014 12:00AM
3293,7274,Jun 26 2014 12:00AM,550,922,6.53,3592.05,550.00,0.00,550.00,Jun 19 2014 12:00AM
3293,7275,Jun 26 2014 12:00AM,550,923,6.18,3401.48,550.00,0.00,550.00,Jun 19 2014 12:00AM
3294,7276,Jun 26 2014 12:00AM,550,317,29.58,16268.18,550.00,0.00,550.00,Jun 19 2014 12:00AM
3294,7277,Jun 26 2014 12:00AM,550,318,36.10,19854.45,550.00,0.00,550.00,Jun 19 2014 12:00AM
3295,7278,Jun 26 2014 12:00AM,550,928,32.25,17735.03,550.00,0.00,550.00,Jun 19 2014 12:00AM
3295,7279,Jun 26 2014 12:00AM,550,929,36.56,20108.55,523.00,0.00,523.00,Jun 19 2014 12:00AM
3296,7280,Jun 26 2014 12:00AM,550,319,46.42,25531.28,468.00,0.00,468.00,Jun 19 2014 12:00AM
3297,7281,Jun 27 2014 12:00AM,3,364,47.60,142.79,3.00,0.00,3.00,Jun 20 2014 12:00AM
3297,7282,Jun 27 2014 12:00AM,3,365,43.32,129.97,3.00,0.00,3.00,Jun 20 2014 12:00AM
3297,7283,Jun 27 2014 12:00AM,3,366,41.22,123.67,3.00,0.00,3.00,Jun 20 2014 12:00AM
3297,7284,Jun 27 2014 12:00AM,3,367,45.50,136.49,3.00,0.00,3.00,Jun 20 2014 12:00AM
3297,7285,Jun 27 2014 12:00AM,3,368,41.22,123.67,3.00,0.00,3.00,Jun 20 2014 12:00AM
3297,7286,Jun 27 2014 12:00AM,3,369,39.12,117.37,3.00,0.00,3.00,Jun 20 2014 12:00AM
3298,7287,Jun 27 2014 12:00AM,3,2,41.92,125.75,3.00,0.00,3.00,Jun 20 2014 12:00AM
3299,7288,Jun 27 2014 12:00AM,3,1,50.26,150.79,3.00,0.00,3.00,Jun 20 2014 12:00AM
3300,7289,Jun 27 2014 12:00AM,3,370,43.55,130.66,3.00,0.00,3.00,Jun 20 2014 12:00AM
3300,7290,Jun 27 2014 12:00AM,3,371,39.28,117.84,3.00,0.00,3.00,Jun 20 2014 12:00AM
3300,7291,Jun 27 2014 12:00AM,3,372,37.18,111.54,3.00,0.00,3.00,Jun 20 2014 12:00AM
3301,7292,Jun 27 2014 12:00AM,550,530,16.09,8847.30,550.00,0.00,550.00,Jun 20 2014 12:00AM
3302,7293,Jun 27 2014 12:00AM,3,4,57.03,171.08,3.00,0.00,3.00,Jun 20 2014 12:00AM
3303,7294,Jun 27 2014 12:00AM,550,512,37.09,20397.30,550.00,0.00,550.00,Jun 20 2014 12:00AM
3304,7295,Jun 27 2014 12:00AM,550,513,26.60,14628.08,550.00,550.00,0.00,Jun 20 2014 12:00AM
3305,7296,Jun 27 2014 12:00AM,550,317,27.06,14882.18,550.00,0.00,550.00,Jun 20 2014 12:00AM
3305,7297,Jun 27 2014 12:00AM,550,318,33.58,18468.45,523.00,0.00,523.00,Jun 20 2014 12:00AM
3305,7298,Jun 27 2014 12:00AM,550,319,46.06,25334.93,550.00,0.00,550.00,Jun 20 2014 12:00AM
3306,7299,Jun 27 2014 12:00AM,3,414,43.34,130.03,3.00,0.00,3.00,Jun 20 2014 12:00AM
3306,7300,Jun 27 2014 12:00AM,3,415,39.07,117.21,3.00,0.00,3.00,Jun 20 2014 12:00AM
3306,7301,Jun 27 2014 12:00AM,3,416,36.97,110.91,3.00,0.00,3.00,Jun 20 2014 12:00AM
3306,7302,Jun 27 2014 12:00AM,3,417,41.24,123.73,3.00,0.00,3.00,Jun 20 2014 12:00AM
3307,7303,Jun 27 2014 12:00AM,3,427,47.60,142.79,3.00,0.00,3.00,Jun 20 2014 12:00AM
3307,7304,Jun 27 2014 12:00AM,3,428,43.32,129.97,3.00,0.00,3.00,Jun 20 2014 12:00AM
3307,7305,Jun 27 2014 12:00AM,3,429,41.22,123.67,3.00,0.00,3.00,Jun 20 2014 12:00AM
3307,7306,Jun 27 2014 12:00AM,3,430,45.50,136.49,3.00,0.00,3.00,Jun 20 2014 12:00AM
3307,7307,Jun 27 2014 12:00AM,3,431,41.22,123.67,3.00,0.00,3.00,Jun 20 2014 12:00AM
3307,7308,Jun 27 2014 12:00AM,3,432,39.12,117.37,3.00,0.00,3.00,Jun 20 2014 12:00AM
3308,7309,Jun 27 2014 12:00AM,3,320,47.47,142.41,3.00,0.00,3.00,Jun 20 2014 12:00AM
3308,7310,Jun 27 2014 12:00AM,3,321,42.80,128.39,3.00,0.00,3.00,Jun 20 2014 12:00AM
3308,7311,Jun 27 2014 12:00AM,60,322,25.42,1525.23,60.00,0.00,60.00,Jun 20 2014 12:00AM
3309,7312,Jun 27 2014 12:00AM,3,452,47.75,143.26,3.00,0.00,3.00,Jun 20 2014 12:00AM
3309,7313,Jun 27 2014 12:00AM,3,453,43.48,130.44,3.00,0.00,3.00,Jun 20 2014 12:00AM
3309,7314,Jun 27 2014 12:00AM,3,454,41.38,124.14,3.00,0.00,3.00,Jun 20 2014 12:00AM
3309,7315,Jun 27 2014 12:00AM,3,455,45.65,136.96,3.00,0.00,3.00,Jun 20 2014 12:00AM
3309,7316,Jun 27 2014 12:00AM,3,456,41.38,124.14,3.00,0.00,3.00,Jun 20 2014 12:00AM
3310,7317,Jun 27 2014 12:00AM,550,941,62.99,34644.23,550.00,0.00,550.00,Jun 20 2014 12:00AM
3311,7318,Jun 27 2014 12:00AM,60,322,26.37,1581.93,60.00,0.00,60.00,Jun 20 2014 12:00AM
3312,7319,Jun 27 2014 12:00AM,3,504,48.76,146.29,3.00,0.00,3.00,Jun 20 2014 12:00AM
3313,7320,Jun 30 2014 12:00AM,3,497,34.19,102.56,3.00,0.00,3.00,Jun 23 2014 12:00AM
3314,7321,Jun 30 2014 12:00AM,3,323,50.26,150.79,3.00,0.00,3.00,Jun 23 2014 12:00AM
3315,7322,Jun 30 2014 12:00AM,550,523,10.73,5902.05,550.00,0.00,550.00,Jun 23 2014 12:00AM
3315,7323,Jun 30 2014 12:00AM,550,524,14.12,7767.38,523.00,0.00,523.00,Jun 23 2014 12:00AM
3316,7324,Jun 30 2014 12:00AM,60,492,50.26,3015.81,51.00,0.00,51.00,Jun 23 2014 12:00AM
3316,7325,Jun 30 2014 12:00AM,60,493,57.15,3429.09,60.00,0.00,60.00,Jun 23 2014 12:00AM
3316,7326,Jun 30 2014 12:00AM,60,494,53.20,3192.21,60.00,0.00,60.00,Jun 23 2014 12:00AM
3316,7327,Jun 30 2014 12:00AM,60,495,63.69,3821.58,60.00,0.00,60.00,Jun 23 2014 12:00AM
3317,7328,Jun 30 2014 12:00AM,550,908,21.09,11601.98,550.00,0.00,550.00,Jun 23 2014 12:00AM
3317,7329,Jun 30 2014 12:00AM,550,909,30.44,16741.73,550.00,0.00,550.00,Jun 23 2014 12:00AM
3317,7330,Jun 30 2014 12:00AM,550,910,40.94,22516.73,550.00,0.00,550.00,Jun 23 2014 12:00AM
3317,7331,Jun 30 2014 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Jun 23 2014 12:00AM
3317,7332,Jun 30 2014 12:00AM,550,912,30.44,16741.73,550.00,0.00,550.00,Jun 23 2014 12:00AM
3317,7333,Jun 30 2014 12:00AM,550,913,40.94,22516.73,550.00,0.00,550.00,Jun 23 2014 12:00AM
3318,7334,Jun 30 2014 12:00AM,60,506,9.20,551.88,60.00,0.00,60.00,Jun 23 2014 12:00AM
3319,7335,Jun 30 2014 12:00AM,550,351,5.78,3176.25,550.00,0.00,550.00,Jun 23 2014 12:00AM
3319,7336,Jun 30 2014 12:00AM,550,352,1.16,635.25,550.00,0.00,550.00,Jun 23 2014 12:00AM
3319,7337,Jun 30 2014 12:00AM,550,679,5.78,3176.25,550.00,0.00,550.00,Jun 23 2014 12:00AM
3320,7338,Jun 30 2014 12:00AM,550,507,23.39,12866.70,550.00,0.00,550.00,Jun 23 2014 12:00AM
3320,7339,Jun 30 2014 12:00AM,550,508,27.65,15205.58,550.00,55.00,495.00,Jun 23 2014 12:00AM
3321,7340,Jun 30 2014 12:00AM,550,535,3.49,1917.30,550.00,0.00,550.00,Jun 23 2014 12:00AM
3322,7341,Jun 30 2014 12:00AM,550,351,6.20,3407.25,550.00,82.00,468.00,Jun 23 2014 12:00AM
3322,7342,Jun 30 2014 12:00AM,550,352,1.47,808.50,550.00,0.00,550.00,Jun 23 2014 12:00AM
3323,7343,Jun 30 2014 12:00AM,550,507,22.17,12191.03,550.00,0.00,550.00,Jun 23 2014 12:00AM
3323,7344,Jun 30 2014 12:00AM,550,508,29.28,16106.48,550.00,0.00,550.00,Jun 23 2014 12:00AM
3324,7345,Jun 30 2014 12:00AM,3,491,19.98,59.94,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7346,Jun 30 2014 12:00AM,3,341,41.17,123.51,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7347,Jun 30 2014 12:00AM,3,342,39.07,117.21,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7348,Jun 30 2014 12:00AM,3,343,43.34,130.03,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7349,Jun 30 2014 12:00AM,3,344,39.07,117.21,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7350,Jun 30 2014 12:00AM,3,345,36.97,110.91,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7351,Jun 30 2014 12:00AM,3,346,41.24,123.73,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7352,Jun 30 2014 12:00AM,3,347,36.97,110.91,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7353,Jun 30 2014 12:00AM,3,348,34.87,104.61,3.00,0.00,3.00,Jun 23 2014 12:00AM
3325,7354,Jun 30 2014 12:00AM,3,349,39.14,117.43,3.00,0.00,3.00,Jun 23 2014 12:00AM
3326,7355,Jun 30 2014 12:00AM,550,935,31.49,17319.23,468.00,0.00,468.00,Jun 23 2014 12:00AM
3326,7356,Jun 30 2014 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Jun 23 2014 12:00AM
3327,7357,Jun 30 2014 12:00AM,3,375,43.34,130.03,3.00,0.00,3.00,Jun 23 2014 12:00AM
3327,7358,Jun 30 2014 12:00AM,3,376,39.07,117.21,3.00,0.00,3.00,Jun 23 2014 12:00AM
3327,7359,Jun 30 2014 12:00AM,3,377,36.97,110.91,3.00,0.00,3.00,Jun 23 2014 12:00AM
3327,7360,Jun 30 2014 12:00AM,3,378,41.24,123.73,3.00,0.00,3.00,Jun 23 2014 12:00AM
3327,7361,Jun 30 2014 12:00AM,3,379,36.97,110.91,3.00,0.00,3.00,Jun 23 2014 12:00AM
3327,7362,Jun 30 2014 12:00AM,3,380,43.22,129.65,3.00,0.00,3.00,Jun 23 2014 12:00AM
3328,7363,Jun 30 2014 12:00AM,550,481,11.09,6098.40,550.00,0.00,550.00,Jun 23 2014 12:00AM
3328,7364,Jun 30 2014 12:00AM,550,482,8.76,4816.35,550.00,0.00,550.00,Jun 23 2014 12:00AM
3328,7365,Jun 30 2014 12:00AM,550,483,9.69,5330.33,550.00,0.00,550.00,Jun 23 2014 12:00AM
3328,7366,Jun 30 2014 12:00AM,550,484,6.88,3782.63,550.00,0.00,550.00,Jun 23 2014 12:00AM
3328,7367,Jun 30 2014 12:00AM,550,485,7.80,4290.83,550.00,0.00,550.00,Jun 23 2014 12:00AM
3329,7368,Jul  1 2014 12:00AM,3,402,47.47,142.41,3.00,0.00,3.00,Jun 24 2014 12:00AM
3330,7369,Jul  1 2014 12:00AM,550,510,23.08,12693.45,550.00,0.00,550.00,Jun 24 2014 12:00AM
3330,7370,Jul  1 2014 12:00AM,550,511,29.27,16100.70,550.00,55.00,495.00,Jun 24 2014 12:00AM
3330,7371,Jul  1 2014 12:00AM,550,512,34.98,19236.53,550.00,0.00,550.00,Jun 24 2014 12:00AM
3331,7372,Jul  1 2014 12:00AM,550,914,21.09,11601.98,550.00,0.00,550.00,Jun 24 2014 12:00AM
3331,7373,Jul  1 2014 12:00AM,550,915,30.44,16741.73,550.00,0.00,550.00,Jun 24 2014 12:00AM
3331,7374,Jul  1 2014 12:00AM,550,916,40.94,22516.73,550.00,27.00,523.00,Jun 24 2014 12:00AM
3332,7375,Jul  1 2014 12:00AM,550,525,2.32,1276.28,550.00,82.00,468.00,Jun 24 2014 12:00AM
3333,7376,Jul  1 2014 12:00AM,550,526,3.64,2003.93,550.00,0.00,550.00,Jun 24 2014 12:00AM
3334,7377,Jul  1 2014 12:00AM,550,908,21.09,11601.98,550.00,0.00,550.00,Jun 24 2014 12:00AM
3334,7378,Jul  1 2014 12:00AM,550,909,30.44,16741.73,550.00,0.00,550.00,Jun 24 2014 12:00AM
3335,7379,Jul  1 2014 12:00AM,60,356,3.60,216.09,60.00,0.00,60.00,Jun 24 2014 12:00AM
3335,7380,Jul  1 2014 12:00AM,60,357,3.98,238.77,57.00,0.00,57.00,Jun 24 2014 12:00AM
3336,7381,Jul  1 2014 12:00AM,550,935,31.49,17319.23,468.00,0.00,468.00,Jun 24 2014 12:00AM
3336,7382,Jul  1 2014 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Jun 24 2014 12:00AM
3337,7383,Jul  1 2014 12:00AM,550,524,12.97,7132.13,550.00,0.00,550.00,Jun 24 2014 12:00AM
3338,7384,Jul  1 2014 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Jun 24 2014 12:00AM
3338,7385,Jul  1 2014 12:00AM,550,912,30.44,16741.73,550.00,0.00,550.00,Jun 24 2014 12:00AM
3339,7386,Jul  1 2014 12:00AM,550,910,40.94,22516.73,550.00,0.00,550.00,Jun 24 2014 12:00AM
3340,7387,Jul  1 2014 12:00AM,550,937,62.99,34644.23,550.00,0.00,550.00,Jun 24 2014 12:00AM
3341,7388,Jul  1 2014 12:00AM,3,470,41.22,123.67,3.00,0.00,3.00,Jun 24 2014 12:00AM
3341,7389,Jul  1 2014 12:00AM,3,471,45.50,136.49,3.00,0.00,3.00,Jun 24 2014 12:00AM
3341,7390,Jul  1 2014 12:00AM,3,472,41.22,123.67,3.00,0.00,3.00,Jun 24 2014 12:00AM
3341,7391,Jul  1 2014 12:00AM,3,473,39.12,117.37,3.00,0.00,3.00,Jun 24 2014 12:00AM
3342,7392,Jul  1 2014 12:00AM,3,462,47.68,143.04,3.00,0.00,3.00,Jun 24 2014 12:00AM
3343,7393,Jul  1 2014 12:00AM,550,510,23.40,12872.48,550.00,0.00,550.00,Jun 24 2014 12:00AM
3343,7394,Jul  1 2014 12:00AM,550,511,27.87,15326.85,550.00,0.00,550.00,Jun 24 2014 12:00AM
3344,7395,Jul  1 2014 12:00AM,550,527,6.75,3713.33,550.00,0.00,550.00,Jun 24 2014 12:00AM
3345,7396,Jul  2 2014 12:00AM,550,938,31.49,17319.23,550.00,0.00,550.00,Jun 25 2014 12:00AM
3345,7397,Jul  2 2014 12:00AM,550,939,48.29,26559.23,523.00,0.00,523.00,Jun 25 2014 12:00AM
3345,7398,Jul  2 2014 12:00AM,550,509,36.28,19952.63,550.00,0.00,550.00,Jun 25 2014 12:00AM
3346,7399,Jul  2 2014 12:00AM,60,492,50.75,3044.79,51.00,0.00,51.00,Jun 25 2014 12:00AM
3346,7400,Jul  2 2014 12:00AM,60,493,58.26,3495.87,60.00,0.00,60.00,Jun 25 2014 12:00AM
3346,7401,Jul  2 2014 12:00AM,60,494,50.75,3044.79,60.00,0.00,60.00,Jun 25 2014 12:00AM
3346,7402,Jul  2 2014 12:00AM,60,495,62.93,3775.59,60.00,0.00,60.00,Jun 25 2014 12:00AM
3347,7403,Jul  2 2014 12:00AM,550,523,10.38,5711.48,550.00,0.00,550.00,Jun 25 2014 12:00AM
3348,7404,Jul  2 2014 12:00AM,3,422,47.68,143.04,3.00,0.00,3.00,Jun 25 2014 12:00AM
3348,7405,Jul  2 2014 12:00AM,3,423,45.58,136.74,3.00,0.00,3.00,Jun 25 2014 12:00AM
3348,7406,Jul  2 2014 12:00AM,3,424,49.85,149.56,3.00,0.00,3.00,Jun 25 2014 12:00AM
3348,7407,Jul  2 2014 12:00AM,3,425,45.58,136.74,3.00,0.00,3.00,Jun 25 2014 12:00AM
3348,7408,Jul  2 2014 12:00AM,3,426,43.48,130.44,3.00,0.00,3.00,Jun 25 2014 12:00AM
3349,7409,Jul  2 2014 12:00AM,3,490,12.72,38.15,3.00,0.00,3.00,Jun 25 2014 12:00AM
3349,7410,Jul  2 2014 12:00AM,3,491,19.94,59.82,3.00,0.00,3.00,Jun 25 2014 12:00AM
3350,7411,Jul  2 2014 12:00AM,3,528,38.16,114.47,3.00,0.00,3.00,Jun 25 2014 12:00AM
3351,7412,Jul  2 2014 12:00AM,3,505,44.22,132.65,3.00,0.00,3.00,Jun 25 2014 12:00AM
3352,7413,Jul  2 2014 12:00AM,550,938,31.49,17319.23,550.00,82.00,468.00,Jun 25 2014 12:00AM
3352,7414,Jul  2 2014 12:00AM,550,939,48.29,26559.23,550.00,0.00,550.00,Jun 25 2014 12:00AM
3353,7415,Jul  2 2014 12:00AM,60,358,6.98,418.95,60.00,0.00,60.00,Jun 25 2014 12:00AM
3354,7416,Jul  2 2014 12:00AM,3,375,43.27,129.81,3.00,0.00,3.00,Jun 25 2014 12:00AM
3354,7417,Jul  2 2014 12:00AM,3,376,47.54,142.63,3.00,0.00,3.00,Jun 25 2014 12:00AM
3355,7418,Jul  2 2014 12:00AM,60,356,3.38,202.86,60.00,0.00,60.00,Jun 25 2014 12:00AM
3355,7419,Jul  2 2014 12:00AM,60,357,4.32,258.93,57.00,0.00,57.00,Jun 25 2014 12:00AM
3356,7420,Jul  2 2014 12:00AM,3,381,39.07,117.21,3.00,0.00,3.00,Jun 25 2014 12:00AM
3356,7421,Jul  2 2014 12:00AM,3,382,36.97,110.91,3.00,0.00,3.00,Jun 25 2014 12:00AM
3356,7422,Jul  2 2014 12:00AM,3,383,41.24,123.73,3.00,0.00,3.00,Jun 25 2014 12:00AM
3356,7423,Jul  2 2014 12:00AM,3,384,36.97,110.91,3.00,0.00,3.00,Jun 25 2014 12:00AM
3357,7424,Jul  2 2014 12:00AM,3,490,12.36,37.08,3.00,0.00,3.00,Jun 25 2014 12:00AM
3358,7425,Jul  2 2014 12:00AM,550,513,39.20,21558.08,550.00,0.00,550.00,Jun 25 2014 12:00AM
3359,7426,Jul  2 2014 12:00AM,3,417,43.38,130.13,3.00,0.00,3.00,Jun 25 2014 12:00AM
3359,7427,Jul  2 2014 12:00AM,3,418,47.65,142.95,3.00,0.00,3.00,Jun 25 2014 12:00AM
3359,7428,Jul  2 2014 12:00AM,3,419,43.38,130.13,3.00,0.00,3.00,Jun 25 2014 12:00AM
3359,7429,Jul  2 2014 12:00AM,3,420,41.28,123.83,3.00,0.00,3.00,Jun 25 2014 12:00AM
3359,7430,Jul  2 2014 12:00AM,3,421,45.55,136.65,3.00,0.00,3.00,Jun 25 2014 12:00AM
3360,7431,Jul  2 2014 12:00AM,550,931,34.87,19178.78,550.00,0.00,550.00,Jun 25 2014 12:00AM
3360,7432,Jul  2 2014 12:00AM,550,932,39.76,21869.93,550.00,55.00,495.00,Jun 25 2014 12:00AM
3360,7433,Jul  2 2014 12:00AM,550,933,43.98,24191.48,550.00,0.00,550.00,Jun 25 2014 12:00AM
3361,7434,Jul  3 2014 12:00AM,3,429,41.38,124.14,3.00,0.00,3.00,Jun 26 2014 12:00AM
3361,7435,Jul  3 2014 12:00AM,3,430,45.65,136.96,3.00,0.00,3.00,Jun 26 2014 12:00AM
3361,7436,Jul  3 2014 12:00AM,3,431,41.38,124.14,3.00,0.00,3.00,Jun 26 2014 12:00AM
3361,7437,Jul  3 2014 12:00AM,3,432,39.28,117.84,3.00,0.00,3.00,Jun 26 2014 12:00AM
3362,7438,Jul  3 2014 12:00AM,3,346,47.65,142.95,3.00,0.00,3.00,Jun 26 2014 12:00AM
3362,7439,Jul  3 2014 12:00AM,3,347,43.38,130.13,3.00,0.00,3.00,Jun 26 2014 12:00AM
3363,7440,Jul  3 2014 12:00AM,550,931,34.35,18890.03,550.00,0.00,550.00,Jun 26 2014 12:00AM
3363,7441,Jul  3 2014 12:00AM,550,932,39.24,21581.18,550.00,0.00,550.00,Jun 26 2014 12:00AM
3364,7442,Jul  3 2014 12:00AM,3,341,47.47,142.41,3.00,0.00,3.00,Jun 26 2014 12:00AM
3364,7443,Jul  3 2014 12:00AM,3,342,45.37,136.11,3.00,0.00,3.00,Jun 26 2014 12:00AM
3365,7444,Jul  3 2014 12:00AM,550,928,32.77,18023.78,550.00,0.00,550.00,Jun 26 2014 12:00AM
3365,7445,Jul  3 2014 12:00AM,550,929,37.09,20397.30,523.00,0.00,523.00,Jun 26 2014 12:00AM
3365,7446,Jul  3 2014 12:00AM,550,930,43.04,23671.73,550.00,0.00,550.00,Jun 26 2014 12:00AM
3366,7447,Jul  3 2014 12:00AM,550,332,10.82,5948.25,468.00,0.00,468.00,Jun 26 2014 12:00AM
3367,7448,Jul  3 2014 12:00AM,550,948,82.83,45558.98,550.00,0.00,550.00,Jun 26 2014 12:00AM
3367,7449,Jul  3 2014 12:00AM,550,907,82.83,45558.98,550.00,0.00,550.00,Jun 26 2014 12:00AM
3368,7450,Jul  3 2014 12:00AM,1250,325,0.21,262.50,1250.00,0.00,1250.00,Jun 26 2014 12:00AM
3368,7451,Jul  3 2014 12:00AM,1250,326,0.21,262.50,1250.00,0.00,1250.00,Jun 26 2014 12:00AM
3369,7452,Jul  3 2014 12:00AM,3,320,49.64,148.93,3.00,0.00,3.00,Jun 26 2014 12:00AM
3369,7453,Jul  3 2014 12:00AM,3,321,44.32,132.96,3.00,0.00,3.00,Jun 26 2014 12:00AM
3369,7454,Jul  3 2014 12:00AM,60,322,28.70,1721.79,60.00,0.00,60.00,Jun 26 2014 12:00AM
3370,7455,Jul  3 2014 12:00AM,550,930,42.51,23382.98,550.00,0.00,550.00,Jun 26 2014 12:00AM
3370,7456,Jul  3 2014 12:00AM,550,921,5.59,3072.30,550.00,55.00,495.00,Jun 26 2014 12:00AM
3371,7457,Jul  3 2014 12:00AM,60,952,15.74,944.37,60.00,0.00,60.00,Jun 26 2014 12:00AM
